fund_name,category,fund_ytd,fund_1y,fund_3y,fund_5y,benchmark_name,benchmark_ytd,benchmark_1y,benchmark_3y,benchmark_5y,fund_mean,fund_std_dev,fund_Sharpe,fund_Sortino,fund_Beta,fund_Alpha,benchmark_mean,benchmark_std_dev,benchmark_Sharpe,benchmark_Sortino,fund_house,Type,Expense_ratio,AMC,Benchmark,Fund Manager,sector1_name,sector1_percent,sector2_name,sector2_percent,sector3_name,sector3_percent,Riskometer,Category,SubCategory
Kotak Midcap Dir,Equity: Mid Cap,1.89,1.74,21.84,28.93,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,21.03,15.12,0.97,1.23,0.89,1.87,20.69,15.83,0.91,1.34,Kotak Mahindra Mutual Fund,Open-ended,"0.37%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Midcap 150 TRI,Atul Bhole,Technology,18.23,Industrials,16.23,Materials,14.95,Very High,Equity,Mid Cap
Kotak Nifty 50 ETF,Equity: Large Cap,5.75,-0.42,13.05,18.15,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.43,12.11,0.5,0.9,0.96,-0.66,13.41,12.6,0.56,0.95,Kotak Mahindra Mutual Fund,Open-ended,"0.04%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY 50 TRI,Devender Singhal,Financial,37.73,Technology,16.94,Energy & Utilities,11.77,Very High,Equity,Large Cap
Kotak Nifty 50 Value 20 ETF,Equity: Value Oriented,-5.07,-10.37,14.33,20.11,BSE 500 TRI,2.84,-3.29,15.09,20.66,13.92,13.03,0.58,0.84,0.86,0.68,14.4,13.39,0.6,0.94,Kotak Mahindra Mutual Fund,Open-ended,"0.14%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY 50 Value 20 TRI,Devender Singhal,Technology,28.93,Financial,25.73,Consumer Discretionary,12.14,Very High,Equity,Value Oriented
Kotak Pioneer Dir,Equity: Thematic,8.46,7.87,23.79,25.41,BSE 500 TRI,2.84,-3.29,15.09,20.66,21.54,13.4,1.13,1.39,0.87,8.22,14.4,13.39,0.6,0.94,Kotak Mahindra Mutual Fund,Open-ended,"0.49%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,"NIFTY 500 TRI (85), MSCI ACWI Information Technology TRI (15)",Harish Bihani,Consumer Discretionary,15.34,Healthcare,14.77,Industrials,13.66,Very High,Equity,Thematic
Kotak Small Cap Dir,Equity: Small Cap,-4.16,-6.27,17.13,29.36,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,16.87,16.61,0.63,0.92,0.83,-1.61,20.97,18.9,0.77,1.19,Kotak Mahindra Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Kotak Mahindra Asset Management Company Ltd,NIFTY Smallcap 250 TRI,Harish Bihani,Healthcare,22.73,Industrials,21.86,Consumer Discretionary,16.74,Very High,Equity,Small Cap
LIC MF Banking & Financial Services Dir,Equity: Sectoral-Banking,7.39,2.91,11.53,17.81,BSE Bankex TRI,5.72,4.49,10.84,19.14,11.74,13.28,0.41,1.05,0.93,0.93,11.13,13.11,0.37,0.83,LIC Mutual Fund,Open-ended,"1.18%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Financial Services TRI,Jaiprakash Toshniwal,Financial,92.29,Consumer Discretionary,1.81,Industrials,1.13,Very High,Equity,Sectoral-Banking
LIC MF BSE Sensex ETF,Equity: Large Cap,4.31,-0.75,12.12,17.3,BSE 100 TRI,4.46,-1.7,14.08,19.28,11.62,11.72,0.45,0.8,0.92,-1.21,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.11%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,BSE Sensex TRI,Sumit Bhatnagar,Financial,39.94,Technology,18.89,Energy & Utilities,12.87,Very High,Equity,Large Cap
LIC MF BSE Sensex Index Dir,Equity: Large Cap,4.01,-1.09,11.8,16.9,BSE 100 TRI,4.46,-1.7,14.08,19.28,11.33,11.7,0.43,0.76,0.92,-1.48,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.79%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,BSE Sensex TRI,Sumit Bhatnagar,Financial,39.94,Technology,18.85,Energy & Utilities,12.85,Very High,Equity,Large Cap
LIC MF Children's Dir,Equity: Flexi Cap,-6.32,-6.72,11.24,13.85,BSE 500 TRI,2.84,-3.29,15.09,20.66,10.87,13.26,0.34,0.41,0.9,-2.71,14.4,13.39,0.6,0.94,LIC Mutual Fund,Open-ended,"1.63%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,CRISIL Hybrid 35+65 Aggressive Index,Karan Doshi,Industrials,26.89,Financial,15.54,Consumer Discretionary,14.27,Very High,Equity,Flexi Cap
LIC MF Dividend Yield Dir,Equity: Thematic-Dividend Yield,1.56,-3.8,21.75,22.99,BSE 500 TRI,2.84,-3.29,15.09,20.66,20.24,15.21,0.91,1.47,1.08,5.23,14.4,13.39,0.6,0.94,LIC Mutual Fund,Open-ended,"0.75%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 500 TRI,Dikshit Mittal,Financial,23.75,Industrials,20.37,Consumer Discretionary,12.2,Very High,Equity,Thematic-Dividend Yield
LIC MF ELSS Tax Saver Dir,Equity: ELSS,-0.11,-1.63,15.83,19.89,BSE 500 TRI,2.84,-3.29,15.09,20.66,15.03,12.54,0.69,1.01,0.86,1.73,14.4,13.39,0.6,0.94,LIC Mutual Fund,Open-ended,"0.98%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 500 TRI,Dikshit Mittal,Financial,29.82,Industrials,16.3,Consumer Discretionary,14.09,Very High,Equity,ELSS
LIC MF Flexi Cap Dir,Equity: Flexi Cap,-0.69,-4.63,14.07,18.32,BSE 500 TRI,2.84,-3.29,15.09,20.66,13.43,14.01,0.51,0.63,0.96,-0.67,14.4,13.39,0.6,0.94,LIC Mutual Fund,Open-ended,"1.36%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 500 TRI,Jaiprakash Toshniwal,Industrials,21.36,Financial,19.77,Consumer Discretionary,12.48,Very High,Equity,Flexi Cap
LIC MF Focused Dir,Equity: Flexi Cap,5.05,-3.4,12.98,17.52,BSE 500 TRI,2.84,-3.29,15.09,20.66,12.32,13.51,0.44,0.65,0.94,-1.61,14.4,13.39,0.6,0.94,LIC Mutual Fund,Open-ended,"1.58%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 500 TRI,Jaiprakash Toshniwal,Financial,26.33,Industrials,21.64,Materials,11.37,Very High,Equity,Flexi Cap
LIC MF Infrastructure Dir,Equity: Thematic-Infrastructure,-4.24,-5.49,27.67,32.36,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,26.24,20.17,0.99,1.37,0.65,7.28,25.88,24.31,0.8,1.54,LIC Mutual Fund,Open-ended,"0.83%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Infrastructure TRI,Mahesh Bendre,Industrials,51.06,Energy & Utilities,9.77,Materials,8.78,Very High,Equity,Thematic-Infrastructure
LIC MF Large Cap Dir,Equity: Large Cap,3.28,-2.38,12.71,17.41,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.37,12.88,0.47,0.72,1.01,-1.08,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"1.03%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 100 TRI,Mahesh Bendre,Financial,30.24,Industrials,14.77,Energy & Utilities,11.69,Very High,Equity,Large Cap
LIC MF Large & Mid Cap Dir,Equity: Large & MidCap,-1.42,-4.49,16.62,21.68,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,16.15,14.91,0.66,1.0,1.01,2.18,13.75,13.11,0.57,0.8,LIC Mutual Fund,Open-ended,"0.59%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Large Midcap 250 TRI,Yogesh Patil,Financial,25.32,Industrials,22.42,Consumer Discretionary,13.03,Very High,Equity,Large & MidCap
LIC MF Midcap Dir,Equity: Mid Cap,-2.33,-5.41,19.29,22.96,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,18.64,16.45,0.75,1.08,1.0,-2.08,20.69,15.83,0.91,1.34,LIC Mutual Fund,Open-ended,"1.44%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Midcap 150 TRI,Karan Doshi,Industrials,22.73,Consumer Discretionary,21.49,Financial,17.12,Very High,Equity,Mid Cap
LIC MF Nifty 100 ETF,Equity: Large Cap,4.41,-2.45,12.9,18.15,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.36,12.85,0.47,0.78,1.02,-1.17,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.28%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 100 TRI,Sumit Bhatnagar,Financial,34.66,Technology,14.86,Energy & Utilities,12.43,Very High,Equity,Large Cap
LIC MF Nifty 50 ETF,Equity: Large Cap,5.75,-0.43,13.04,18.15,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.43,12.12,0.5,0.9,0.96,-0.67,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.06%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 50 TRI,Sumit Bhatnagar,Financial,37.65,Technology,16.94,Energy & Utilities,11.75,Very High,Equity,Large Cap
LIC MF Nifty 50 Index Dir,Equity: Large Cap,5.58,-0.65,12.8,17.78,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.22,12.12,0.49,0.87,0.96,-0.88,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.64%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY 50 TRI,Sumit Bhatnagar,Financial,37.68,Technology,16.91,Energy & Utilities,11.76,Very High,Equity,Large Cap
LIC MF Nifty Next 50 Index Dir,Equity: Large Cap,-0.74,-10.52,15.82,20.16,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.57,17.88,0.52,0.78,1.28,0.2,13.41,12.6,0.56,0.95,LIC Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Next 50 TRI,Sumit Bhatnagar,Financial,20.26,Energy & Utilities,15.79,Consumer Staples,13.87,Very High,Equity,Large Cap
LIC MF Small Cap Dir,Equity: Small Cap,-10.02,-9.34,17.95,29.2,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,17.87,18.32,0.63,0.76,0.91,-1.74,20.97,18.9,0.77,1.19,LIC Mutual Fund,Open-ended,"1.03%
(As on 31-Aug-2025)",LIC Mutual Fund Asset Management Company Ltd,NIFTY Smallcap 250 TRI,Dikshit Mittal,Industrials,38.22,Consumer Discretionary,15.48,Consumer Staples,9.83,Very High,Equity,Small Cap
Mahindra Manulife Consumption Dir,Equity: Thematic-Consumption,4.56,-2.4,18.15,21.82,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.95,13.47,0.79,0.95,0.8,1.38,14.4,13.39,0.6,0.94,Mahindra Manulife Mutual Fund,Open-ended,"0.65%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,NIFTY India Consumption TRI,Fatema Pacha,Consumer Discretionary,39.13,Consumer Staples,29.58,Technology,14.26,Very High,Equity,Thematic-Consumption
Mahindra Manulife ELSS Tax Saver Dir,Equity: ELSS,5.74,-0.69,15.86,22.49,BSE 500 TRI,2.84,-3.29,15.09,20.66,15.04,12.21,0.71,1.11,0.89,1.5,14.4,13.39,0.6,0.94,Mahindra Manulife Mutual Fund,Open-ended,"0.62%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,NIFTY 500 TRI,Fatema Pacha,Financial,33.93,Consumer Discretionary,13.74,Technology,13.12,Very High,Equity,ELSS
Mahindra Manulife Large Cap Dir,Equity: Large Cap,5.62,-2.11,15.22,20.41,BSE 100 TRI,4.46,-1.7,14.08,19.28,14.64,12.48,0.67,1.1,0.97,1.44,13.41,12.6,0.56,0.95,Mahindra Manulife Mutual Fund,Open-ended,"0.65%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,NIFTY 100 TRI,Fatema Pacha,Financial,36.72,Technology,16.24,Consumer Discretionary,9.39,Very High,Equity,Large Cap
Mahindra Manulife Large & Mid Cap Dir,Equity: Large & MidCap,-0.02,-5.06,16.96,23.94,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,16.26,13.95,0.71,1.08,0.98,2.53,13.75,13.11,0.57,0.8,Mahindra Manulife Mutual Fund,Open-ended,"0.48%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,NIFTY Large Midcap 250 TRI,Manish Lodha,Financial,28.32,Technology,16.73,Healthcare,15.98,Very High,Equity,Large & MidCap
Mahindra Manulife Mid Cap Dir,Equity: Mid Cap,-1.99,-5.7,23.38,28.71,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,22.16,15.5,1.02,1.47,0.96,1.97,20.69,15.83,0.91,1.34,Mahindra Manulife Mutual Fund,Open-ended,"0.47%
(As on 31-Aug-2025)",Mahindra Manulife Investment Management Private Limited,NIFTY Midcap 150 TRI,Kirti Dalvi,Industrials,21.29,Financial,18.74,Consumer Discretionary,14.41,Very High,Equity,Mid Cap
Mirae Asset ELSS Tax Saver Dir,Equity: ELSS,4.74,-0.22,17.28,22.23,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.24,12.96,0.76,1.2,0.95,2.22,14.4,13.39,0.6,0.94,Mirae Asset Mutual Fund,Open-ended,"0.59%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY 500 TRI,Neelesh Surana,Financial,32.3,Technology,13.67,Consumer Discretionary,13.0,Very High,Equity,ELSS
Mirae Asset Focused Dir,Equity: Flexi Cap,2.49,1.34,12.5,18.31,BSE 500 TRI,2.84,-3.29,15.09,20.66,12.11,12.1,0.48,0.73,0.83,-0.88,14.4,13.39,0.6,0.94,Mirae Asset Mutual Fund,Open-ended,"0.59%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY 500 TRI,Gaurav Misra,Technology,22.37,Financial,20.76,Consumer Discretionary,19.1,Very High,Equity,Flexi Cap
Mirae Asset Great Consumer Dir,Equity: Thematic-Consumption,7.22,-0.45,19.87,23.88,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.54,14.46,0.84,1.08,0.85,2.41,14.4,13.39,0.6,0.94,Mirae Asset Mutual Fund,Open-ended,"0.43%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY India Consumption TRI,Siddhant Chhabria,Consumer Discretionary,44.88,Consumer Staples,27.12,Technology,13.76,Very High,Equity,Thematic-Consumption
Mirae Asset Healthcare Dir,Equity: Sectoral-Pharma,-1.42,0.77,23.47,20.65,BSE Healthcare TRI,-1.75,2.08,25.5,19.48,21.95,16.38,0.95,1.5,1.0,-1.4,23.38,16.15,1.06,1.6,Mirae Asset Mutual Fund,Open-ended,"0.49%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,BSE Healthcare TRI,Tanmay Mehta,Healthcare,97.45,Materials,1.33,Industrials,0.84,Very High,Equity,Sectoral-Pharma
Mirae Asset Large Cap Dir,Equity: Large Cap,5.72,0.31,13.7,17.98,BSE 100 TRI,4.46,-1.7,14.08,19.28,13.07,11.59,0.58,0.95,0.91,0.33,13.41,12.6,0.56,0.95,Mirae Asset Mutual Fund,Open-ended,"0.55%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY 100 TRI,Gaurav Misra,Financial,31.16,Technology,17.21,Consumer Staples,10.63,Very High,Equity,Large Cap
Mirae Asset Large & Midcap Dir,Equity: Large & MidCap,3.68,-2.53,16.61,21.99,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,15.69,13.71,0.68,1.0,1.01,1.71,13.75,13.11,0.57,0.8,Mirae Asset Mutual Fund,Open-ended,"0.60%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY Large Midcap 250 TRI,Ankit Jain,Financial,27.62,Technology,14.03,Consumer Discretionary,12.28,Very High,Equity,Large & MidCap
Mirae Asset Midcap Dir,Equity: Mid Cap,4.29,-1.63,19.98,27.73,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,18.73,15.87,0.78,1.11,0.98,-1.7,20.69,15.83,0.91,1.34,Mirae Asset Mutual Fund,Open-ended,"0.58%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY Midcap 150 TRI,Ankit Jain,Financial,21.31,Industrials,19.46,Technology,12.42,Very High,Equity,Mid Cap
Mirae Asset Nifty 50 ETF,Equity: Large Cap,5.75,-0.41,13.1,18.23,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.48,12.12,0.51,0.91,0.96,-0.62,13.41,12.6,0.56,0.95,Mirae Asset Mutual Fund,Open-ended,"0.04%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY 50 TRI,Ekta Gala,Financial,37.74,Technology,16.95,Energy & Utilities,11.78,Very High,Equity,Large Cap
Mirae Asset Nifty Next 50 ETF,Equity: Large Cap,-0.64,-10.37,16.02,20.34,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.76,17.97,0.52,0.8,1.28,0.35,13.41,12.6,0.56,0.95,Mirae Asset Mutual Fund,Open-ended,"0.05%
(As on 31-Aug-2025)",Mirae Asset Investment Managers (India) Pvt. Ltd.,NIFTY Next 50 TRI,Ekta Gala,Financial,20.27,Energy & Utilities,15.77,Consumer Staples,13.88,Very High,Equity,Large Cap
Motilal Oswal ELSS Tax Saver Dir,Equity: ELSS,-8.0,-2.27,25.7,26.49,BSE 500 TRI,2.84,-3.29,15.09,20.66,24.08,19.0,0.93,1.03,1.18,8.22,14.4,13.39,0.6,0.94,Motilal Oswal Mutual Fund,Open-ended,"0.65%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 500 TRI,Ajay Khandelwal,Industrials,22.67,Financial,22.55,Consumer Discretionary,16.55,Very High,Equity,ELSS
Motilal Oswal Flexi Cap Dir,Equity: Flexi Cap,-1.85,4.45,23.4,20.8,BSE 500 TRI,2.84,-3.29,15.09,20.66,22.03,15.66,1.0,1.28,0.95,8.05,14.4,13.39,0.6,0.94,Motilal Oswal Mutual Fund,Open-ended,"0.86%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 500 TRI,Ajay Khandelwal,Technology,29.09,Consumer Discretionary,25.91,Industrials,21.15,Very High,Equity,Flexi Cap
Motilal Oswal Focused Dir,Equity: Flexi Cap,-5.8,-17.42,8.86,14.11,BSE 500 TRI,2.84,-3.29,15.09,20.66,9.58,17.59,0.18,0.25,1.11,-5.72,14.4,13.39,0.6,0.94,Motilal Oswal Mutual Fund,Open-ended,"1.01%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 500 TRI,Ankit Agarwal,Financial,26.67,Industrials,18.08,Consumer Discretionary,17.26,Very High,Equity,Flexi Cap
Motilal Oswal Large and Midcap Dir,Equity: Large & MidCap,-3.64,3.78,28.34,29.63,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,26.16,18.37,1.08,1.21,1.11,11.45,13.75,13.11,0.57,0.8,Motilal Oswal Mutual Fund,Open-ended,"0.65%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Large Midcap 250 TRI,Ajay Khandelwal,Industrials,26.28,Financial,18.4,Consumer Discretionary,17.03,Very High,Equity,Large & MidCap
Motilal Oswal Midcap Dir,Equity: Mid Cap,-6.96,1.55,28.93,34.96,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,26.96,17.42,1.18,1.43,0.89,7.88,20.69,15.83,0.91,1.34,Motilal Oswal Mutual Fund,Open-ended,"0.69%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Midcap 150 TRI,Niket Shah,Consumer Discretionary,29.0,Technology,26.63,Industrials,16.17,Very High,Equity,Mid Cap
Motilal Oswal Nifty 500 Index Dir,Equity: Flexi Cap,2.88,-3.05,14.97,20.15,BSE 500 TRI,2.84,-3.29,15.09,20.66,14.3,13.39,0.6,0.94,1.0,-0.1,14.4,13.39,0.6,0.94,Motilal Oswal Mutual Fund,Open-ended,"0.17%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 500 TRI,Swapnil P Mayekar,Financial,30.95,Technology,13.16,Energy & Utilities,10.53,Very High,Equity,Flexi Cap
Motilal Oswal Nifty 50 ETF,Equity: Large Cap,5.75,-0.43,13.09,18.18,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.47,12.12,0.51,0.91,0.96,-0.63,13.41,12.6,0.56,0.95,Motilal Oswal Mutual Fund,Open-ended,"0.06%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 50 TRI,Swapnil P Mayekar,Financial,37.72,Technology,16.94,Energy & Utilities,11.77,Very High,Equity,Large Cap
Motilal Oswal Nifty 50 Index Dir,Equity: Large Cap,5.66,-0.55,12.95,17.98,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.34,12.13,0.5,0.89,0.96,-0.76,13.41,12.6,0.56,0.95,Motilal Oswal Mutual Fund,Open-ended,"0.12%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY 50 TRI,Swapnil P Mayekar,Financial,37.77,Technology,16.96,Energy & Utilities,11.78,Very High,Equity,Large Cap
Motilal Oswal Nifty Midcap 100 ETF,Equity: Mid Cap,0.17,-3.53,22.34,28.02,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,20.92,16.56,0.88,1.29,1.04,-0.29,20.69,15.83,0.91,1.34,Motilal Oswal Mutual Fund,Open-ended,"0.23%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Midcap 100 TRI,Swapnil P Mayekar,Financial,23.73,Industrials,18.01,Consumer Discretionary,11.68,Very High,Equity,Mid Cap
Motilal Oswal Nifty Midcap 150 Dir,Equity: Mid Cap,0.54,-3.27,21.49,27.1,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,20.36,15.8,0.89,1.33,0.99,-0.24,20.69,15.83,0.91,1.34,Motilal Oswal Mutual Fund,Open-ended,"0.26%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Midcap 150 TRI,Swapnil P Mayekar,Financial,21.52,Industrials,19.15,Materials,12.39,Very High,Equity,Mid Cap
Motilal Oswal Nifty Next 50 Index Dir,Equity: Large Cap,-0.78,-10.49,15.95,20.11,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.69,17.94,0.52,0.79,1.28,0.29,13.41,12.6,0.56,0.95,Motilal Oswal Mutual Fund,Open-ended,"0.32%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Next 50 TRI,Swapnil P Mayekar,Financial,20.29,Energy & Utilities,15.79,Consumer Staples,13.89,Very High,Equity,Large Cap
Motilal Oswal Nifty Smallcap 250 Index Dir,Equity: Small Cap,-4.39,-8.27,21.71,28.07,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,21.38,19.45,0.77,1.18,1.03,0.02,20.97,18.9,0.77,1.19,Motilal Oswal Mutual Fund,Open-ended,"0.33%
(As on 31-Aug-2025)",Motilal Oswal Asset Management Company Ltd.,NIFTY Smallcap 250 TRI,Swapnil P Mayekar,Financial,21.82,Industrials,19.19,Materials,14.49,Very High,Equity,Small Cap
Navi ELSS Tax Saver Dir,Equity: ELSS,-0.59,-6.74,13.47,17.45,BSE 500 TRI,2.84,-3.29,15.09,20.66,13.3,13.03,0.54,0.83,0.94,-0.58,14.4,13.39,0.6,0.94,Navi Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",Navi AMC Limited,NIFTY 500 TRI,Ashutosh Shirwaikar,Financial,24.7,Industrials,15.81,Healthcare,12.93,Very High,Equity,ELSS
Navi Flexi Cap Dir,Equity: Flexi Cap,0.76,-4.67,13.98,19.2,BSE 500 TRI,2.84,-3.29,15.09,20.66,13.46,12.96,0.55,0.9,0.92,-0.33,14.4,13.39,0.6,0.94,Navi Mutual Fund,Open-ended,"0.56%
(As on 31-Aug-2025)",Navi AMC Limited,NIFTY 500 TRI,Ashutosh Shirwaikar,Financial,30.38,Consumer Discretionary,16.89,Industrials,12.59,Very High,Equity,Flexi Cap
Navi Large & Midcap Dir,Equity: Large & MidCap,-0.87,-3.83,14.08,21.25,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,13.81,14.0,0.53,0.81,0.98,0.08,13.75,13.11,0.57,0.8,Navi Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Navi AMC Limited,NIFTY Large Midcap 250 TRI,Ashutosh Shirwaikar,Financial,33.5,Consumer Discretionary,12.51,Industrials,12.43,Very High,Equity,Large & MidCap
Nippon India Consumption Dir,Equity: Thematic-Consumption,8.17,-0.91,18.74,24.77,BSE 500 TRI,2.84,-3.29,15.09,20.66,17.46,13.42,0.83,1.01,0.76,2.42,14.4,13.39,0.6,0.94,Nippon India Mutual Fund,Open-ended,"0.54%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY India Consumption TRI,Kinjal Desai,Consumer Discretionary,40.86,Consumer Staples,32.44,Technology,11.41,Very High,Equity,Thematic-Consumption
Nippon India ELSS Tax Saver Dir,Equity: ELSS,3.26,-3.31,17.51,23.71,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.89,13.56,0.78,1.37,1.0,2.53,14.4,13.39,0.6,0.94,Nippon India Mutual Fund,Open-ended,"1.02%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY 500 TRI,Rupesh Patel,Financial,38.38,Consumer Discretionary,11.07,Technology,10.47,Very High,Equity,ELSS
Nippon India ETF BSE Sensex,Equity: Large Cap,4.34,-0.66,12.21,17.36,BSE 100 TRI,4.46,-1.7,14.08,19.28,11.7,11.73,0.46,0.81,0.92,-1.13,13.41,12.6,0.56,0.95,Nippon India Mutual Fund,Open-ended,"0.04%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,BSE Sensex TRI,Himanshu Mange,Financial,39.97,Technology,18.93,Energy & Utilities,12.88,Very High,Equity,Large Cap
Nippon India ETF BSE Sensex Next 50,Equity: Large Cap,2.54,-3.98,18.75,23.65,BSE 100 TRI,4.46,-1.7,14.08,19.28,17.81,15.74,0.73,1.05,1.16,3.24,13.41,12.6,0.56,0.95,Nippon India Mutual Fund,Open-ended,"0.23%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,BSE Sensex Next 50 TRI,Himanshu Mange,Financial,27.16,Consumer Discretionary,13.71,Consumer Staples,13.6,Very High,Equity,Large Cap
